stage,source_mdp,parameter,value
reference:npt18_p1_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt18_p1_down.mdp,nstxout-compressed,500
reference:npt18_p1_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt18_p1_down.mdp,nstvout,0
reference:npt18_p1_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt18_p1_down.mdp,nstenergy,10000
reference:npt18_p1_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt18_p1_down.mdp,gen-vel,no
reference:npt18_p1_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt18_p1_down.mdp,nsteps,300000
reference:npt18_p1_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt18_p1_down.mdp,ref-t,353.0
reference:npt18_p1_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt18_p1_down.mdp,pcoupl,Berendsen
reference:npt18_p1_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt18_p1_down.mdp,tau-p,200.0
reference:npt18_p1_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt18_p1_down.mdp,ref-p,1.00
reference:npt18_p1_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt18_p1_down.mdp,compressibility,4.5e-5
reference:npt18_p1_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt18_p1_down.mdp,nstpcouple,50
reference:npt18_p1_down,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt18_p1_down.mdp,refcoord_scaling,com
reference:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt19_p1.mdp,integrator,md
reference:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt19_p1.mdp,dt,0.001000
reference:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt19_p1.mdp,cutoff-scheme,Verlet
reference:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt19_p1.mdp,nstlist,20
reference:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt19_p1.mdp,coulombtype,PME
reference:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt19_p1.mdp,rcoulomb,1.0
reference:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt19_p1.mdp,vdwtype,Cut-off
reference:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt19_p1.mdp,rvdw,1.0
reference:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt19_p1.mdp,DispCorr,EnerPres
reference:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt19_p1.mdp,fourierspacing,0.14
reference:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt19_p1.mdp,pbc,xyz
reference:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt19_p1.mdp,constraints,h-bonds
reference:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt19_p1.mdp,constraint-algorithm,lincs
reference:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt19_p1.mdp,lincs_iter,3
reference:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt19_p1.mdp,lincs_order,8
reference:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt19_p1.mdp,lincs-warnangle,30
reference:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt19_p1.mdp,tcoupl,nose-hoover
reference:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt19_p1.mdp,tc-grps,System
reference:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt19_p1.mdp,tau-t,2.00
reference:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt19_p1.mdp,nstxout-compressed,500
reference:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt19_p1.mdp,nstvout,0
reference:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt19_p1.mdp,nstenergy,10000
reference:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt19_p1.mdp,gen-vel,no
reference:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt19_p1.mdp,nsteps,1200000
reference:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt19_p1.mdp,ref-t,353.0
reference:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt19_p1.mdp,pcoupl,Parrinello-Rahman
reference:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt19_p1.mdp,tau-p,20.0
reference:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt19_p1.mdp,ref-p,1.00
reference:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt19_p1.mdp,compressibility,4.5e-5
reference:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt19_p1.mdp,nstpcouple,50
reference:npt19_p1,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt19_p1.mdp,refcoord_scaling,com
reference:nvt0,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/nvt0.mdp,integrator,md
reference:nvt0,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/nvt0.mdp,dt,0.001000
reference:nvt0,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/nvt0.mdp,cutoff-scheme,Verlet
reference:nvt0,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/nvt0.mdp,nstlist,20
reference:nvt0,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/nvt0.mdp,coulombtype,PME
reference:nvt0,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/nvt0.mdp,rcoulomb,1.0
reference:nvt0,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/nvt0.mdp,vdwtype,Cut-off
