stage,source_mdp,parameter,value
generated:nvt2,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt2.mdp,tau-t,5.00
generated:nvt2,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt2.mdp,nstxout-compressed,500
generated:nvt2,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt2.mdp,nstvout,0
generated:nvt2,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt2.mdp,nstenergy,10000
generated:nvt2,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt2.mdp,gen-vel,no
generated:nvt2,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt2.mdp,nsteps,800000
generated:nvt2,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt2.mdp,ref-t,353.0
generated:nvt2,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt2.mdp,pcoupl,no
generated:nvt2_pre,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt2_pre.mdp,integrator,md
generated:nvt2_pre,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt2_pre.mdp,dt,0.001000
generated:nvt2_pre,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt2_pre.mdp,cutoff-scheme,Verlet
generated:nvt2_pre,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt2_pre.mdp,nstlist,20
generated:nvt2_pre,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt2_pre.mdp,coulombtype,PME
generated:nvt2_pre,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt2_pre.mdp,rcoulomb,1.0
generated:nvt2_pre,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt2_pre.mdp,vdwtype,Cut-off
generated:nvt2_pre,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt2_pre.mdp,rvdw,1.0
generated:nvt2_pre,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt2_pre.mdp,DispCorr,EnerPres
generated:nvt2_pre,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt2_pre.mdp,fourierspacing,0.14
generated:nvt2_pre,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt2_pre.mdp,pbc,xyz
generated:nvt2_pre,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt2_pre.mdp,constraints,h-bonds
generated:nvt2_pre,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt2_pre.mdp,constraint-algorithm,lincs
generated:nvt2_pre,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt2_pre.mdp,lincs_iter,3
generated:nvt2_pre,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt2_pre.mdp,lincs_order,8
generated:nvt2_pre,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt2_pre.mdp,lincs-warnangle,30
generated:nvt2_pre,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt2_pre.mdp,tcoupl,v-rescale
generated:nvt2_pre,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt2_pre.mdp,tc-grps,System
generated:nvt2_pre,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt2_pre.mdp,tau-t,5.00
generated:nvt2_pre,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt2_pre.mdp,nstxout-compressed,500
generated:nvt2_pre,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt2_pre.mdp,nstvout,0
generated:nvt2_pre,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt2_pre.mdp,nstenergy,10000
generated:nvt2_pre,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt2_pre.mdp,gen-vel,no
generated:nvt2_pre,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt2_pre.mdp,nsteps,200000
generated:nvt2_pre,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt2_pre.mdp,ref-t,353.0
generated:nvt2_pre,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt2_pre.mdp,pcoupl,no
generated:nvt2_pre,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/nvt2_pre.mdp,define,-DPOSRES
generated:production,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production.mdp,integrator,md
generated:production,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production.mdp,dt,0.001000
generated:production,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production.mdp,cutoff-scheme,Verlet
generated:production,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production.mdp,nstlist,20
generated:production,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production.mdp,coulombtype,PME
generated:production,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production.mdp,rcoulomb,1.0
generated:production,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production.mdp,vdwtype,Cut-off
generated:production,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production.mdp,rvdw,1.0
generated:production,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production.mdp,DispCorr,EnerPres
generated:production,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production.mdp,fourierspacing,0.14
generated:production,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production.mdp,pbc,xyz
generated:production,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production.mdp,constraints,h-bonds
generated:production,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production.mdp,constraint-algorithm,lincs
generated:production,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production.mdp,lincs_iter,6
generated:production,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production.mdp,lincs_order,12
generated:production,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production.mdp,lincs-warnangle,20
generated:production,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production.mdp,tcoupl,v-rescale
generated:production,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production.mdp,tc-grps,System
generated:production,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production.mdp,tau-t,5.00
generated:production,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production.mdp,nstxout-compressed,500
generated:production,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production.mdp,nstvout,0
generated:production,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production.mdp,nstenergy,10000
generated:production,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production.mdp,gen-vel,no
generated:production,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production.mdp,nsteps,50000000
generated:production,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production.mdp,ref-t,353.0
generated:production,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production.mdp,pcoupl,no
generated:production,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production.mdp,nstxout,0
generated:production_rep2,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep2.mdp,integrator,md
generated:production_rep2,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep2.mdp,dt,0.001000
generated:production_rep2,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep2.mdp,cutoff-scheme,Verlet
generated:production_rep2,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep2.mdp,nstlist,20
generated:production_rep2,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep2.mdp,coulombtype,PME
generated:production_rep2,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep2.mdp,rcoulomb,1.0
generated:production_rep2,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep2.mdp,vdwtype,Cut-off
generated:production_rep2,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep2.mdp,rvdw,1.0
generated:production_rep2,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep2.mdp,DispCorr,EnerPres
generated:production_rep2,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep2.mdp,fourierspacing,0.14
generated:production_rep2,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep2.mdp,pbc,xyz
generated:production_rep2,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep2.mdp,constraints,h-bonds
generated:production_rep2,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep2.mdp,constraint-algorithm,lincs
generated:production_rep2,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep2.mdp,lincs_iter,6
generated:production_rep2,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep2.mdp,lincs_order,12
generated:production_rep2,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep2.mdp,lincs-warnangle,20
generated:production_rep2,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep2.mdp,tcoupl,v-rescale
generated:production_rep2,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep2.mdp,tc-grps,System
generated:production_rep2,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep2.mdp,tau-t,5.00
generated:production_rep2,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep2.mdp,nstxout-compressed,500
generated:production_rep2,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep2.mdp,nstvout,0
generated:production_rep2,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep2.mdp,nstenergy,10000
generated:production_rep2,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep2.mdp,gen-vel,yes
generated:production_rep2,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep2.mdp,nsteps,50000000
generated:production_rep2,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep2.mdp,ref-t,353.0
generated:production_rep2,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep2.mdp,pcoupl,no
generated:production_rep2,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep2.mdp,nstxout,0
generated:production_rep2,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep2.mdp,continuation,no
generated:production_rep2,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep2.mdp,gen-temp,353.0
generated:production_rep2,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep2.mdp,gen-seed,730002
generated:production_rep3,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep3.mdp,integrator,md
generated:production_rep3,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep3.mdp,dt,0.001000
generated:production_rep3,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep3.mdp,cutoff-scheme,Verlet
generated:production_rep3,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep3.mdp,nstlist,20
generated:production_rep3,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep3.mdp,coulombtype,PME
generated:production_rep3,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep3.mdp,rcoulomb,1.0
generated:production_rep3,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep3.mdp,vdwtype,Cut-off
generated:production_rep3,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep3.mdp,rvdw,1.0
generated:production_rep3,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep3.mdp,DispCorr,EnerPres
generated:production_rep3,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep3.mdp,fourierspacing,0.14
generated:production_rep3,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep3.mdp,pbc,xyz
generated:production_rep3,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep3.mdp,constraints,h-bonds
generated:production_rep3,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep3.mdp,constraint-algorithm,lincs
generated:production_rep3,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep3.mdp,lincs_iter,6
generated:production_rep3,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep3.mdp,lincs_order,12
generated:production_rep3,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep3.mdp,lincs-warnangle,20
generated:production_rep3,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep3.mdp,tcoupl,v-rescale
generated:production_rep3,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep3.mdp,tc-grps,System
generated:production_rep3,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep3.mdp,tau-t,5.00
generated:production_rep3,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep3.mdp,nstxout-compressed,500
generated:production_rep3,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep3.mdp,nstvout,0
generated:production_rep3,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep3.mdp,nstenergy,10000
generated:production_rep3,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep3.mdp,gen-vel,yes
generated:production_rep3,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep3.mdp,nsteps,50000000
generated:production_rep3,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep3.mdp,ref-t,353.0
generated:production_rep3,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep3.mdp,pcoupl,no
generated:production_rep3,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep3.mdp,nstxout,0
generated:production_rep3,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep3.mdp,continuation,no
generated:production_rep3,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep3.mdp,gen-temp,353.0
generated:production_rep3,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/generated_Traj_912118_rep3/mdp/production_rep3.mdp,gen-seed,730003
reference:em,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/em.mdp,integrator,steep
reference:em,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/em.mdp,emtol,100
reference:em,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/em.mdp,emstep,0.01
reference:em,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/em.mdp,nsteps,200000
reference:em,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/em.mdp,cutoff-scheme,Verlet
reference:em,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/em.mdp,coulombtype,PME
reference:em,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/em.mdp,rcoulomb,1.2
reference:em,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/em.mdp,vdwtype,Cut-off
reference:em,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/em.mdp,rvdw,1.2
reference:em,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/em.mdp,pbc,xyz
reference:npt01_p50,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt01_p50.mdp,integrator,md
reference:npt01_p50,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt01_p50.mdp,dt,0.001000
reference:npt01_p50,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt01_p50.mdp,cutoff-scheme,Verlet
reference:npt01_p50,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt01_p50.mdp,nstlist,20
reference:npt01_p50,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt01_p50.mdp,coulombtype,PME
reference:npt01_p50,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt01_p50.mdp,rcoulomb,1.0
reference:npt01_p50,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt01_p50.mdp,vdwtype,Cut-off
reference:npt01_p50,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt01_p50.mdp,rvdw,1.0
reference:npt01_p50,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt01_p50.mdp,DispCorr,EnerPres
reference:npt01_p50,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt01_p50.mdp,fourierspacing,0.14
reference:npt01_p50,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt01_p50.mdp,pbc,xyz
reference:npt01_p50,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt01_p50.mdp,constraints,h-bonds
reference:npt01_p50,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt01_p50.mdp,constraint-algorithm,lincs
reference:npt01_p50,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt01_p50.mdp,lincs_iter,3
reference:npt01_p50,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt01_p50.mdp,lincs_order,8
reference:npt01_p50,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt01_p50.mdp,lincs-warnangle,30
reference:npt01_p50,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt01_p50.mdp,tcoupl,nose-hoover
reference:npt01_p50,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt01_p50.mdp,tc-grps,System
reference:npt01_p50,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt01_p50.mdp,tau-t,5.00
reference:npt01_p50,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt01_p50.mdp,nstxout-compressed,500
reference:npt01_p50,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt01_p50.mdp,nstvout,0
reference:npt01_p50,MY_PAPER_RELATED/gromacs_eval_pred_conductivity/reproducibility/static_cne0_release/examples/reference_Traj_13430/mdp/npt01_p50.mdp,nstenergy,10000
