model_id,scheme_id,scheme_name,scheme_params,regressor,ridge_alpha,prediction_decile,count,mean_pred_log10,mean_true_log10,std_true_log10,mae_log10,min_pred_log10,max_pred_log10
baseline_unweighted__ridge_alpha_1,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,1.0,3,627,-4.3448066728562615,-4.342380489107341,0.16913228646084028,0.13075128429880084,-4.3652440484566295,-4.324849179373745
baseline_unweighted__ridge_alpha_1,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,1.0,4,627,-4.305513453588006,-4.312080471461619,0.17088927134179954,0.1309344465787913,-4.324817492697594,-4.2839162510593845
baseline_unweighted__ridge_alpha_1,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,1.0,5,627,-4.262309056093492,-4.275988652905534,0.1780728020145351,0.13709795470698788,-4.283880949710367,-4.240030882823167
baseline_unweighted__ridge_alpha_1,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,1.0,6,627,-4.217511854326177,-4.230821259892599,0.15662691180370208,0.11924258317577428,-4.239986647338537,-4.193038674309655
baseline_unweighted__ridge_alpha_1,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,1.0,7,627,-4.164884493679876,-4.185566941580365,0.16341029347941996,0.1238277069436026,-4.192990908003542,-4.13417351593003
baseline_unweighted__ridge_alpha_1,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,1.0,8,627,-4.090556414775163,-4.114977037693732,0.163678275515143,0.1264174974597972,-4.134149416761534,-4.039891649116268
baseline_unweighted__ridge_alpha_1,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,1.0,9,627,-3.9031947205849122,-3.9248004280232403,0.2355905308172175,0.13361269732136086,-4.039316331506314,-3.0077389857489925
baseline_unweighted__ridge_alpha_10,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,10.0,0,627,-4.555657159981187,-4.513301426185632,0.20796229406233452,0.1605896949987031,-5.184676425691738,-4.474885778306734
baseline_unweighted__ridge_alpha_10,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,10.0,1,627,-4.440203434054424,-4.421597385660555,0.19016380507520825,0.15001880099838302,-4.474852531367426,-4.410918010276335
baseline_unweighted__ridge_alpha_10,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,10.0,2,627,-4.387063817063927,-4.368424429650521,0.17853065088166944,0.13877881859835747,-4.410807058375492,-4.363726913361052
baseline_unweighted__ridge_alpha_10,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,10.0,3,627,-4.343614371746454,-4.344659294301211,0.17236280151598007,0.13125266150310483,-4.363654878247882,-4.324461466138619
baseline_unweighted__ridge_alpha_10,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,10.0,4,627,-4.304877183310536,-4.30927253728718,0.16666738219706248,0.12830225902078585,-4.324460947313783,-4.283331671169826
baseline_unweighted__ridge_alpha_10,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,10.0,5,627,-4.2634874034575905,-4.278866731802207,0.1760376197614378,0.13476189603656222,-4.283301339922309,-4.242182299554609
baseline_unweighted__ridge_alpha_10,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,10.0,6,627,-4.219096619366433,-4.227906369122321,0.15613298617032348,0.11769043100586336,-4.242133748595752,-4.193945996219766
baseline_unweighted__ridge_alpha_10,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,10.0,7,627,-4.167542995316915,-4.184639648581305,0.160767325869988,0.12437981737286787,-4.193944687683306,-4.138631720638259
baseline_unweighted__ridge_alpha_10,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,10.0,8,627,-4.095077022951834,-4.114709465971791,0.16326386360696643,0.12485400817058488,-4.13861628242754,-4.041953621008359
baseline_unweighted__ridge_alpha_10,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,10.0,9,627,-3.9076497620915607,-3.920500128053103,0.23252243252806754,0.13107128820581312,-4.04189382252216,-3.035010758131851
baseline_unweighted__ridge_alpha_100,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,100.0,0,627,-4.537455459832602,-4.52322837856344,0.20361327197066958,0.15025418815795968,-5.023348378386036,-4.4631702587106865
baseline_unweighted__ridge_alpha_100,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,100.0,1,628,-4.432072872450615,-4.4178269499308565,0.18895921867950422,0.14685309885339726,-4.46293847698343,-4.404613182953975
baseline_unweighted__ridge_alpha_100,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,100.0,2,626,-4.38208978832608,-4.376015988785637,0.17321689589568925,0.135306637120384,-4.404515370102872,-4.36098041259704
baseline_unweighted__ridge_alpha_100,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,100.0,3,627,-4.340554181736986,-4.337070837690273,0.16909423561794032,0.1289625877800255,-4.360884258684073,-4.3230143926493065
baseline_unweighted__ridge_alpha_100,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,100.0,4,627,-4.304976261663686,-4.308296894244976,0.16717422867519577,0.12600259512075124,-4.3229981417383545,-4.285354314769924
baseline_unweighted__ridge_alpha_100,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,100.0,5,627,-4.265733064827328,-4.276502987453238,0.17155485373790613,0.13097410915631624,-4.2853341167997,-4.245404911778311
baseline_unweighted__ridge_alpha_100,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,100.0,6,627,-4.222640253623166,-4.227292143825982,0.16461055101051786,0.12411968563164281,-4.24532023888096,-4.200350032929374
baseline_unweighted__ridge_alpha_100,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,100.0,7,627,-4.175985573166059,-4.183826735562506,0.1606736620144997,0.12593625743664563,-4.2002414101887355,-4.148057317570241
baseline_unweighted__ridge_alpha_100,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,100.0,8,627,-4.1045117544399545,-4.119063728786417,0.15629805618980006,0.1193322296828934,-4.147979772403816,-4.0490193255591915
baseline_unweighted__ridge_alpha_100,baseline_unweighted,Scheme A: baseline_unweighted,,Ridge,100.0,9,627,-3.919526285355255,-3.91468608762394,0.2303616679629836,0.12890229252365712,-4.0487782477354415,-3.1252619618454602
inverse_frequency_bins__ridge_alpha_0p01,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,0.01,0,627,-4.563548094168775,-4.508112222403646,0.20808018164425024,0.16519191681608472,-5.2159037540809114,-4.479945712094313
