model_id,scheme_id,scheme_name,scheme_params,regressor,ridge_alpha,prediction_decile,count,mean_pred_log10,mean_true_log10,std_true_log10,mae_log10,min_pred_log10,max_pred_log10
inverse_frequency_bins__ridge_alpha_0p01,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,0.01,5,627,-4.261835920541311,-4.273673518771515,0.1827747272765391,0.13520687482277172,-4.282428041754724,-4.239876110215651
inverse_frequency_bins__ridge_alpha_0p01,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,0.01,6,627,-4.2163646468119556,-4.237013984634518,0.16010946106782267,0.12503793946876818,-4.239836909948134,-4.191864632118072
inverse_frequency_bins__ridge_alpha_0p01,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,0.01,7,627,-4.16256005031547,-4.184021642023931,0.16925666133499637,0.12623253451467145,-4.191848608787672,-4.130017619182381
inverse_frequency_bins__ridge_alpha_0p01,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,0.01,8,627,-4.087924449939144,-4.1133954207767145,0.16084764695179898,0.12733840478003164,-4.129892262444796,-4.034998935416493
inverse_frequency_bins__ridge_alpha_0p01,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,0.01,9,627,-3.901306548800953,-3.9281726854003813,0.23795053768602,0.13596398402983162,-4.034868056146887,-2.9937584945016638
inverse_frequency_bins__ridge_alpha_0p1,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,0.1,0,627,-4.564006828734661,-4.507631346783309,0.21506307713047843,0.17029037142835934,-5.072689941339888,-4.480310626648236
inverse_frequency_bins__ridge_alpha_0p1,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,0.1,1,627,-4.44395262069746,-4.417625328094715,0.18327866277437274,0.14839524362676274,-4.479963114813792,-4.412058880124038
inverse_frequency_bins__ridge_alpha_0p1,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,0.1,2,627,-4.389845494218379,-4.380913159983226,0.18384599937819454,0.14266220097199217,-4.41201703729221,-4.367256931122162
inverse_frequency_bins__ridge_alpha_0p1,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,0.1,3,627,-4.345432732400398,-4.331413225194412,0.15895057298913362,0.1269327556682307,-4.367164403951932,-4.3225517689989035
inverse_frequency_bins__ridge_alpha_0p1,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,0.1,4,627,-4.302604640880888,-4.310017104953102,0.17381400187304213,0.13553993040944134,-4.322461006074976,-4.28265980542393
inverse_frequency_bins__ridge_alpha_0p1,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,0.1,5,627,-4.261854913321453,-4.27303154776385,0.18270827995826738,0.13502030702651363,-4.282603989135954,-4.239983287041825
inverse_frequency_bins__ridge_alpha_0p1,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,0.1,6,627,-4.216394205283729,-4.237655955642183,0.1603297951868844,0.12518280954857797,-4.239977251146704,-4.191904925143588
inverse_frequency_bins__ridge_alpha_0p1,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,0.1,7,627,-4.1626125801165745,-4.18415242644496,0.16932496710542427,0.12634343113575827,-4.191833157918021,-4.12998007353126
inverse_frequency_bins__ridge_alpha_0p1,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,0.1,8,627,-4.087986397001022,-4.1132646363556855,0.1607180794362803,0.12716817759632387,-4.129979774267923,-4.034926908597924
inverse_frequency_bins__ridge_alpha_0p1,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,0.1,9,627,-3.9013894638672286,-3.9281726854003813,0.23795053768602,0.13591908533618746,-4.03479758616508,-2.9942499842888157
inverse_frequency_bins__ridge_alpha_1,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,1.0,0,627,-4.5629118228246135,-4.508715044395892,0.2145969766996164,0.1692798689934139,-5.070716408677624,-4.479924055611364
inverse_frequency_bins__ridge_alpha_1,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,1.0,1,627,-4.443406353886745,-4.416599702052599,0.18201138854502366,0.1480212623125333,-4.479781522880981,-4.411878440853075
inverse_frequency_bins__ridge_alpha_1,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,1.0,2,627,-4.389372517532976,-4.381788485510418,0.18495807672268594,0.1431928037195145,-4.41185214466363,-4.366255955879821
inverse_frequency_bins__ridge_alpha_1,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,1.0,3,627,-4.345242465058604,-4.332400760570456,0.1578781515734523,0.1257572251243947,-4.3661463534781415,-4.323358427043208
inverse_frequency_bins__ridge_alpha_1,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,1.0,4,627,-4.302582095910207,-4.310455844729625,0.17425476923986402,0.13546856474977986,-4.323324886630904,-4.282749437353001
inverse_frequency_bins__ridge_alpha_1,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,1.0,5,627,-4.2620431504992045,-4.271471921724717,0.18307438302447512,0.13608756656975515,-4.282689198378856,-4.240659683039028
inverse_frequency_bins__ridge_alpha_1,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,1.0,6,627,-4.216657072841052,-4.237087574775565,0.1593654513819869,0.12411447454548698,-4.240466815131454,-4.192301905223707
inverse_frequency_bins__ridge_alpha_1,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,1.0,7,627,-4.163133303256299,-4.184236346130216,0.1698142075619347,0.1269598865712265,-4.1922226247468934,-4.131217512465044
inverse_frequency_bins__ridge_alpha_1,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,1.0,8,627,-4.088556117873465,-4.11326554977138,0.15973290557034348,0.1260131248371094,-4.131166672584652,-4.035399025792824
inverse_frequency_bins__ridge_alpha_1,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,1.0,9,627,-3.902170623122949,-3.9278561869549526,0.23787376864475193,0.13552423241891826,-4.03534836571028,-2.998898441594255
inverse_frequency_bins__ridge_alpha_10,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,10.0,0,627,-4.55556833204691,-4.506768815002067,0.21250730772588539,0.16382769245779746,-5.047154830274384,-4.474920384189552
inverse_frequency_bins__ridge_alpha_10,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,10.0,1,627,-4.440173191357791,-4.424254251588402,0.18437981939904285,0.14682297851051626,-4.4746392872022165,-4.410679427982816
inverse_frequency_bins__ridge_alpha_10,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,10.0,2,627,-4.386395750438242,-4.379121296613788,0.18133362914364554,0.14128749910833946,-4.410647440154263,-4.3642748549199055
inverse_frequency_bins__ridge_alpha_10,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,10.0,3,627,-4.34366404476149,-4.332277435655151,0.16048291147382476,0.12495363287364762,-4.364228050771718,-4.322666598402822
inverse_frequency_bins__ridge_alpha_10,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,10.0,4,627,-4.302683630220522,-4.312202013012069,0.17096649616797935,0.1294121901243299,-4.322638561618983,-4.282179140882297
inverse_frequency_bins__ridge_alpha_10,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,10.0,5,627,-4.262850194474064,-4.274455418235173,0.18541121261004037,0.14077164039054332,-4.282133264755479,-4.242144940306977
inverse_frequency_bins__ridge_alpha_10,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,10.0,6,627,-4.21858211612868,-4.2305126784083384,0.15595972564535246,0.12078663936808441,-4.242132909150551,-4.1950509876913324
inverse_frequency_bins__ridge_alpha_10,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,10.0,7,627,-4.166601364114034,-4.189271909502689,0.1691184053170291,0.1277995452050755,-4.195049483326333,-4.133309540848404
inverse_frequency_bins__ridge_alpha_10,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,10.0,8,627,-4.09249730728689,-4.112891069393603,0.16163656298673934,0.1263602430679793,-4.133104061522115,-4.041901134347809
inverse_frequency_bins__ridge_alpha_10,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,10.0,9,627,-3.9070991936111743,-3.9221225292045414,0.23113891816151796,0.13002265117360057,-4.0418914609458225,-3.0304447502980305
inverse_frequency_bins__ridge_alpha_100,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,100.0,0,627,-4.536888324441942,-4.516004714496106,0.20811518400259774,0.15456479345971005,-4.8863525821896765,-4.464817477136404
inverse_frequency_bins__ridge_alpha_100,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,100.0,1,628,-4.431751225092708,-4.42021100621573,0.18596592183244737,0.14496134747376047,-4.464682481615765,-4.4040017995471965
inverse_frequency_bins__ridge_alpha_100,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,100.0,2,626,-4.381305047340653,-4.376904847133959,0.17514844958632686,0.13542261010445333,-4.403997461071837,-4.3592647301460765
inverse_frequency_bins__ridge_alpha_100,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,100.0,3,627,-4.339999627314502,-4.343434719767048,0.1684218067796752,0.12829222712115354,-4.359247454803337,-4.320332614752145
inverse_frequency_bins__ridge_alpha_100,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,100.0,4,627,-4.302460615486504,-4.302287151220794,0.1668057657493231,0.1287928380101503,-4.320325201676607,-4.284574238636216
inverse_frequency_bins__ridge_alpha_100,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,100.0,5,628,-4.265060354148194,-4.271830386153061,0.18394273435839834,0.13498203403112238,-4.284567000549976,-4.245880799635208
inverse_frequency_bins__ridge_alpha_100,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,100.0,6,626,-4.223173384469594,-4.22239248760065,0.1597152773212827,0.12463315818847756,-4.245866356426365,-4.199734681628825
inverse_frequency_bins__ridge_alpha_100,inverse_frequency_bins,Scheme B: inverse_frequency_bins,q=5,Ridge,100.0,7,628,-4.1736823845665825,-4.198056811497313,0.1662038543044903,0.1258141690813539,-4.19961898969456,-4.145271736436108
